'NoneType' object has no attribute 'get_text',2016-03-26 15:53:52.090485
'NoneType' object is not subscriptable,2016-03-26 15:53:52.091094
'NoneType' object has no attribute 'title',2016-03-26 15:53:57.365181
'NoneType' object is not subscriptable,2016-03-26 15:53:57.365729
'NoneType' object has no attribute 'title',2016-03-26 15:54:00.072675
'NoneType' object is not subscriptable,2016-03-26 15:54:00.073414
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b888630>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:24.974976
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5bbad5c0>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:24.976438
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b875668>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:24.977611
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b875908>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:24.978793
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b8886a0>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:24.979972
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b888e10>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:24.981174
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b878630>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:24.982353
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b875208>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:24.983788
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b875b00>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:24.984976
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5bb96c88>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:24.986150
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b8786a0>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:24.987325
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b878e10>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:24.988524
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b888630>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:24.989705
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5bbad8d0>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:24.991167
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b875320>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:24.992343
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b8759e8>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:24.993516
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b8886a0>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:24.994713
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b888e10>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:24.995893
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b878630>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:24.997068
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b875ba8>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:24.998513
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b8757f0>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:24.999687
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5bb96198>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.000859
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b8786a0>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.002058
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b878e10>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.003252
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b888630>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.004441
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5bbadc18>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.005929
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b875cf8>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.007109
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b875e10>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.008306
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b8886a0>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.009485
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b888e10>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.010660
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b878630>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.011868
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b875828>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.013304
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b875860>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.014502
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5bb96128>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.015674
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b8786a0>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.016856
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b878e10>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.018041
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b888630>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.019218
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5bbadfd0>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.020653
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b875dd8>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.021864
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b875a20>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.023038
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b8886a0>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.024213
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b888e10>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.025405
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b878630>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.026578
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b875c50>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.028039
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b875358>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.029212
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5bb96208>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.030394
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b8786a0>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.031588
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b878e10>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.032764
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b888630>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.033937
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5bbad9b0>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.035438
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b875be0>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.036629
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b8755c0>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.037814
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b8886a0>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.038991
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b888e10>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.040168
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b878630>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.041374
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b875748>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.042813
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b8759e8>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.043987
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5bb96ba8>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.045178
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b8786a0>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.046384
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b878e10>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.047558
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b888630>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.048744
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5bbada20>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.050181
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b875470>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.051383
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b875908>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.052571
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b8886a0>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.053749
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b888e10>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.054947
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b878630>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.056146
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b875c50>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.057578
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b8752b0>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.058767
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5bb96c88>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.059942
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b8786a0>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.061142
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b878e10>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.062321
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b888630>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.063501
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5bbadda0>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.064948
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b875080>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.066144
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b875b00>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.067354
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b8886a0>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.068555
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b888e10>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.069732
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b878630>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.070909
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b875630>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.072379
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b875710>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.073553
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5bb96198>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.074750
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b8786a0>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.075926
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b878e10>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.077103
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5b888630>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.078294
HTTPConnectionPool(host='www.google.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<requests.packages.urllib3.connection.HTTPConnection object at 0x7f9f5bbad5c0>: Failed to establish a new connection: Error connecting to SOCKS5 proxy localhost:9150: [Errno 111] Connection refused',)),http://www.google.com,2016-03-26 16:25:25.079728
